Protein.IDs,Gene.name,Uniprot,Median.Ratio.C.N
IPI00215888;IPI00871803,SRP72;DKFZp686A04192,O76094;A0PJJ5;O15302;Q0D2M6;Q71V07;Q7Z3C0;Q86X80,3.04591
IPI00930241;IPI00745955;IPI00910851;IPI00908409,EBNA1BP2;EBP2;hCG_2031782;RP5-1034F7.2-001,Q99848;Q6IB29;B4DHA6,3.03983
IPI00215884;IPI00218591;IPI00218592;IPI00922361,ASF;OK/SW-cl.3;SF2;SF2P33;SFRS1,Q07955-1;Q07955;A8K1L8;Q07955-2;Q07955-3;Q59FA2,3.03895
IPI00300127;IPI00921516,ALP;KIAA1709;NAT10,Q9H0A0;B4DFD5;Q05CW7,3.03572
IPI00303207,ABCE1;OK/SW-cl.40;RLI;RNASEL1;RNASELI;RNS4I,P61221,3.0311
IPI00179026;IPI00645446;IPI00900380,MCT1;MCTS1,Q9ULC4-1;Q9ULC4;B4DGY2;Q9ULC4-2,3.0286
IPI00639957;IPI00412880;IPI00514607,CARM1;hCG_29972;PRMT4,A6NN38;Q86X55-1;Q86X55;Q86X55-2,3.0273
IPI00419575;IPI00657959;IPI00893923;IPI00894419;IPI00894139;IPI00893782,C7orf20;CEE;CGI-20,Q7L5D6-1;Q7L5D6;Q7L5D6-2,3.00642
IPI00008552,GLRX3;HUSSY-22;PICOT;TXNL2,O76003,2.99977
IPI00455210;IPI00000846;IPI00152535;IPI00445286;IPI00646871;IPI00910580;IPI00789340;IPI00444866;IPI00879599;IPI00879443,CHD4,Q14839-2;Q14839;Q14839-1;B3KY63;Q05CG6,2.99899
IPI00010896;IPI00877596,CLIC1;NCC27;DADB-110M10.1-001;DAMA-236L13.3-001;DAMC-117B11.2-001;DAQB-350E15.4-001;DASS-312M4.8-001;XXbac-BCX88C14.3-001,O00299;Q53FB0;Q5SRT3,2.99333
IPI00908416;IPI00873680;IPI00027485;IPI00788723;IPI00852709,EIF4E;EIF4EL1;EIF4F,A8MX72;B7Z6V1;Q32Q75;P06730;B7Z2T1,2.99301
IPI00012970;IPI00890743;IPI00890827;IPI00514237,PPP6;PPP6C,O00743-1;O00743;B7Z2W9;O00743-2;B7Z3E2,2.99175
IPI00337387;IPI00337386;IPI00337385;IPI00397509;IPI00909774,FBP11;FLAF1;FNBP3;HIP10;HSPC225;HYPA;PRPF40A,O75400-3;O75400;O75400-2;Q05C41;O75400-1;O75400-4;B4DPY2;C9J0C4;Q4ZG51,2.99045
IPI00927412,NA,C9J8D9,2.97647
IPI00420014;IPI00740142;IPI00953667;IPI00168235;IPI00927472;IPI00937839;IPI00735397,ASCC3L1;HELIC2;KIAA0788;SNRNP200,O75643-1;O75643;A2RRQ7;A4FU77;B4E150;Q5ZF01;Q7L5W4;Q9H8B9;Q9P172;Q9UNV9,2.96696
IPI00069817;IPI00216695,BAZ1B;WBSC10;WBSCR10;WBSCR9;WSTF,Q9UIG0-1;Q9UIG0;Q9UIG0-2,2.96514
IPI00796337;IPI00216689;IPI00012066;IPI00790627;IPI00791223;IPI00470509;IPI00900327;IPI00788837;IPI00795754;IPI00790019;IPI00796442;IPI00789448;IPI00941606,hCG_2017557;PCBP2,Q59HD4;Q6IPF4;Q15366;A8K7X6;Q32Q82;Q68Y55;B4DLC0;B4DXP5;B4DRD7,2.95482
IPI00297455;IPI00939756;IPI00641614;IPI00644440;IPI00645037;IPI00646239,AKAP8L;HRIHFB2018;NAKAP;NAKAP95;hCG_36782,Q9ULX6;B5BU90;B3KMD4,2.95193
IPI00025178,BCAS2;DAM1;hCG_38455,O75934;B2R7W3;Q53HE3,2.94626
IPI00168407;IPI00017494;IPI00173355;IPI00643433;IPI00903341;IPI00872462,KIAA1990;PDPR,Q8NCN5;B4DZL5;B7ZAR9;Q9NWE6,2.93559
IPI00921207;IPI00938417;IPI00375793;IPI00935150;IPI00293568;IPI00787969;IPI00910777;IPI00942933;IPI00916867,RGP3;RGPD3;RGP4;RGPD4;RANBP2L1;RANBP2L2;RGP5;RGP6;RGP7;RGPD5;RGPD6;RGPD7;RANBP2ALPHA;RANBP2L3;RGPD8,A6NKT7;B8ZZM4;Q7Z3J3-1;Q7Z3J3;B9A029;Q53T03;Q99666;O14715;B4DZH4;C9JX22,2.93178
IPI00292000;IPI00657721;IPI00738596;IPI00167198;IPI00939863;IPI00657783;IPI00657750,PRP31;PRPF31,Q8WWY3-1;Q8WWY3;Q8WWY3-3;B4DWW8;Q2EKB9;Q8WWY3-2,2.93001
IPI00003627;IPI00216622;IPI00792088;IPI00944907;IPI00007776;IPI00945240;IPI00790197;IPI00793214,ACTL6A;BAF53;BAF53A;INO80K,O96019-1;O96019;Q53FS0;Q6FI97;O96019-2,2.915
IPI00005198;IPI00641665;IPI00643578,ILF2;NF45;PRO3063,Q12905;B4DY09;Q53FG3,2.91314
IPI00000001;IPI00218609;IPI00641873;IPI00643664;IPI00645009;IPI00553038,STAU;STAU1;RP3-470L14.2-007;RP3-470L14.2-006,O95793-1;O95793;A8K622;Q59F99;O95793-2;B3KRE0;B4DPJ9;Q5JW30;Q5JW29,2.91298
IPI00828021;IPI00295485,hCG_37382;HSPA4L;APG1;OSP94,A2ICT2;B3KNM0;B4DXT2;O95757;B4DZR0;Q53ZP9,2.91252
IPI00006725;IPI00903057,DDX23,Q9BUQ8;A8KA56;B4DH15;B3KY11,2.905
IPI00028564;IPI00556028;IPI00798277;IPI00026544;IPI00440513,GBP1,P32455;B4E1L5;Q5D1D5,2.9006
IPI00292135;IPI00647596;IPI00645733;IPI00646282;IPI00640536,LBR,Q14739;C9JXK0,2.89863
IPI00384028;IPI00024525;IPI00384154;IPI00304442;IPI00872966;IPI00893537;IPI00893718,PAP;PAPOLA;PAPOLB;PAPT;TPAP;tcag7.894,P51003-1;P51003;B4DHB8;B4DYF4;Q9NRJ5;A0ZTA0;A4D1Z6;P51003-2,2.88291
IPI00375144;IPI00220038;IPI00888510;IPI00888085;IPI00927582;IPI00925539;IPI00414434;IPI00925189;IPI00925336;IPI00924874;IPI00867741;IPI00925555,ARS2;ASR2;SRRT,Q9BXP5-1;Q9BXP5;Q9BXP5-2;Q9BXP5-3;Q9BXP5-4;Q9BXP5-5;C9J399,2.88224
IPI00013068;IPI00796161,EIF3E;EIF3S6;INT6;hCG_2008794,P60228;B2R806;B3KW56;Q6IAX5,2.87976
IPI00185374;IPI00335069,PSMD12;hCG_1749256,O00232;A6NP15,2.87891
IPI00216192;IPI00006615;IPI00910365,CLPB;HSP78;SKD3,Q9H078-2;Q9H078;B4DXJ7;B4DXW4;Q9H078-1;B4DXP7;Q7Z777,2.87423
IPI00290314;IPI00102997;IPI00902976;IPI00645459;IPI00642533,WHIP;WRNIP1,Q96S55-1;Q96S55;Q96S55-2;B2RDB0;B3KT25;Q96S55-3;Q96S55-4,2.87365
IPI00021187;IPI00788942;IPI00944937;IPI00796459;IPI00798367;IPI00797004;IPI00790295,INO80H;NMP238;RUVBL1;TIP49;TIP49A,Q9Y265-1;Q9Y265;B5BUB1;Q9Y265-2;B3KRS7,2.86838
IPI00856076;IPI00855912;IPI00069750;IPI00100716;IPI00797595;IPI00788826,FIR;PUF60;ROBPI;SIAHBP1,Q9UHX1-5;Q9UHX1;Q9UHX1-6;Q9UHX1-1;Q9UHX1-2;Q9UHX1-3;Q9UHX1-4,2.86023
IPI00000279;IPI00909823;IPI00926769;IPI00927837,DFRP1;HSPC303;HT010;LEREPO4;MSTP012;PP730;ZC3H15,Q8WU90;B7Z592,2.83445
IPI00009958;IPI00556139;IPI00791857;IPI00792995;IPI00791215,COPS5;CSN5;JAB1,Q92905;Q59GH5,2.831
IPI00217236;IPI00909626,TBCA;hCG_2016016,O75347;Q6FGD7;B4DT30,2.82558
IPI00328840,ALY;BEF;THOC4,Q86V81,2.82551
IPI00297477;IPI00792607;IPI00797067;IPI00782963,SNRPA1;hCG_1992004,P09661;Q53G21;Q53G61;Q6NVW9;O95485;Q9UEN1,2.82287
IPI00333010;IPI00642935;IPI00383486,CHERP;DAN26;SCAF6,Q8IWX8;B4DL82;B4DPM4;Q59ET1,2.82042
IPI00303944;IPI00847563;IPI00847475,NSUN4;hCG_2031650,Q96CB9-1;Q96CB9;A8K8I8;B3KQ50;B3KUM0;B4DHA4;Q96CB9-3,2.81521
IPI00025273;IPI00218408;IPI00879865;IPI00657864;IPI00657647;IPI00657700;IPI00657768;IPI00384624;IPI00917833;IPI00893596;IPI00916747,GART;PGFT;PRGS,P22102-1;P22102;B4DJ93;Q15374;Q3B7A7;Q59HH3;Q71VH3;P22102-2;Q52M77,2.81125
IPI00219678;IPI00909998,EIF2A;EIF2S1;hCG_21909,P05198;Q53XC0,2.80743
IPI00395605;IPI00647786;IPI00339379;IPI00433169;IPI00643028;IPI00166711,ARHGEF1;hCG_22327,Q92888-3;Q92888;Q92888-1;Q92888-2;Q6NX52,2.80729
IPI00006715;IPI00903016;IPI00916789;IPI00878979;IPI00918024;IPI00929342,HR21;KIAA0078;NXP1;RAD21,O60216,2.80392
IPI00297572;IPI00788633,AQR;KIAA0560,O60306;A5YKK3;A8K6F0;B0AZM4,2.80306
IPI00026219,CPSF1;CPSF160;P/cl.18,Q10570;B4DEF4;Q9C0J6,2.79337
IPI00927892;IPI00289535;IPI00909134;IPI00924722;IPI00925183;IPI00926095,MPPB;PMPCB;DKFZp586I1223,O75439;B3KM34;B3KQ85;Q96CP5;Q9UG64;A8K1E9;B4DM90,2.79302
IPI00218922;IPI00902496;IPI00903261;IPI00852625,SEC63;SEC63L,Q9UGP8;B3KQF0;B3KNE7;B3KWU4,2.78962
IPI00026781;REV__IPI00455852;REV__IPI00909033;IPI00917624,FAS;FASN,P49327;Q13587;Q6PJJ3,2.78907
IPI00336016,CARS2;OK/SW-cl.10;DKFZp686G08243;DKFZp667A2315,Q9HA77;Q6AW83;Q6MZE5,2.78841
IPI00306290;IPI00794438,XPOT,O43592;A8KA19,2.77941
IPI00607685,DIPP2;HDCMB47P;KIAA0487;NUDT4,Q9NZJ9-1;Q9NZJ9,2.77324
IPI00221093;IPI00791157;IPI00478114;IPI00797968;IPI00844369,RPS17,P08708;A6NH77,2.77055
IPI00033153;IPI00749024,NXF1;TAP;DKFZp667O0311;hCG_2020139,Q9UBU9;Q68CW9;B4E227;B4E269;B4E3J0;Q59E96,2.76842
IPI00013894;IPI00908463,STIP1,P31948;B4DM70,2.7626
IPI00021924,H1FX,Q92522,2.75741
IPI00419979;IPI00926695;IPI00555621,PAK2,Q13177;A8K5M4,2.75595
IPI00883647;IPI00011875;IPI00943073,IK;RED;RER;CSA2;DKFZp564B112,B2R5Y4;B4DEH2;Q6IPD8;Q95HA6;Q9H4P6;Q9UK43;Q9Y3Z5;Q13123,2.75562
IPI00003309;IPI00927876;IPI00924545;IPI00927044;IPI00927637;IPI00791019;IPI00791273;IPI00790361,POLR2H,P52434;C9JLU1;C9JBJ6;C9JCU7;C9J413,2.75542
IPI00004968,NMP200;PRP19;PRPF19;SNEV,Q9UMS4,2.75433
IPI00013184;IPI00440719;IPI00793465;IPI00791664;IPI00644194;IPI00455623;IPI00853145;IPI00641919,ARD1;ARD1A;NAA10;TE2;hCG_39228;ARD1B;ARD2;NAA11,P41227;A6NM98;B4DFG1;B7Z9N2;Q6P4J0;A8MWP7;C9JN83;Q9BSU3,2.75303
IPI00018768;IPI00917623;IPI00916061;IPI00922875,TSN;hCG_37642,Q15631;Q53GR3;B3KRM8;B7Z5D9;C9JZK6;B7Z3X8,2.75128
IPI00419273;IPI00935649;IPI00549919,CUL4A,Q13619-1;Q13619;B2RBV7;A8MSH7;Q13619-2;B4DKT2,2.74188
IPI00099550;IPI00071180,DA41;PLIC1;UBQLN1,Q9UMX0-1;Q9UMX0;B3KNI2;B3KNI8;Q9UMX0-2;Q59FJ2,2.73959
IPI00007074,YARS,P54577,2.73584
IPI00006025;IPI00790281;IPI00719256;IPI00791478;IPI00383381;IPI00792661;IPI00793338;REV__IPI00879392;REV__IPI00936140;REV__IPI00555736;REV__IPI00168317;REV__IPI00941060,KIAA0156;SART3;TIP110,Q15020-1;Q15020;B4DRG9;B4DYA2;B7ZKM0;B4E3R6,2.73489
IPI00241860;IPI00019374;IPI00514943;IPI00514040,MIP;MIPEP,Q99797,2.73325
IPI00479262;IPI00924828;IPI00927510;IPI00927765;IPI00552639;IPI00386533;IPI00925434;IPI00925057;IPI00442069;IPI00925493;IPI00791833;IPI00796985;IPI00925263;REV__IPI00926010;REV__IPI00302368;REV__IPI00855966;IPI00953292;IPI00926127;REV__IPI00925814;IPI00293474;IPI00926603;IPI00794942,EIF4F;EIF4G;EIF4G1;EIF4GI,Q04637-3;Q04637;Q04637-5;B4DSI9;Q04637-6;Q04637-1;Q96I65,2.73025
IPI00027107,TUFM,P49411,2.72878
IPI00374563;IPI00514026;IPI00953954,AGRIN;AGRN,O00468;Q15952;Q5XG79,2.72408
IPI00301936;IPI00940851,ELAVL1;HUR,B4DVB8;Q15717;Q53XN6,2.71681
IPI00173346,BM32A;PGM2L1,Q6PCE3,2.71645
IPI00290279;IPI00234368,ADK;hCG_2024637;RP11-383B24.1-003,P55263-1;P55263;Q5JQ11;Q86U79;P55263-2;B7Z783;B7Z800;Q5JQ10;Q9HB33,2.71638
IPI00221231,APAH1;NUDT2,P50583,2.71623
IPI00305374;IPI00646620;IPI00644909;IPI00645187;IPI00645740;IPI00944519,HPR1;THOC1,Q96FV9-1;Q96FV9,2.71615
IPI00514856;IPI00181306;IPI00029019;IPI00946257;IPI00646016;IPI00644587;IPI00645155;IPI00643473;IPI00645444;IPI00005416,KIAA0144;NICE4;UBAP2L;RP11-205M9.4-005,Q14157-2;Q14157;B4DYY5;Q14157-3;C9K0B9;Q14157-1;B4DZJ6;Q14157-4;C9JD99;Q5VU77,2.71442
IPI00006164;IPI00917171;IPI00917304;IPI00922791,ILKAP,Q9H0C8;B3KM39;C9J7Y1;B8Y6Z6,2.71381
IPI00382733;IPI00006207;IPI00785113;IPI00914853;IPI00386687;IPI00852682;IPI00853016;IPI00743906;IPI00385935,GCF2;LRRFIP1;TRIP,Q32MZ4-3;Q32MZ4;Q05D04;Q32MZ4-2;Q32MZ4-1,2.71351
IPI00307155;IPI00894514;IPI00894264;IPI00894377;IPI00640136;IPI00645829,KIAA0619;ROCK2,O75116;B4DRJ9;Q14DU5,2.71292
IPI00477619;IPI00743872;IPI00939535;IPI00400850,C19orf2;NNX3;RMP;URI,O94763-1;O94763;O94763-2;Q6NX55;Q96C15;Q8TC23,2.71223
IPI00009822;IPI00929464;IPI00736168,SRP54,P61011;B4DDS7;B4DUW6,2.71102
IPI00027180,FACE1;STE24;ZMPSTE24,O75844;B3KNM6,2.70885
IPI00299254,EIF5B;IF2;KIAA0741,O60841;A0JLR8;B3KM86;Q05CQ1;Q8N5A0,2.70827
IPI00221088;IPI00954541;IPI00925580;IPI00879238;IPI00478327;IPI00847192;IPI00647546;IPI00853062;IPI00879512,RPS9;hCG_2009111;XXbac-BCX105G6.6-001;XXbac-BPG111L9.6-001,P46781;A9C4C1;B7Z732;C9JM19;B5MCT8;A5D904,2.70458
IPI00465179;IPI00743142;IPI00219585;IPI00793665;IPI00796852;IPI00385347;IPI00797580;IPI00791170,PFKM;PFKX,Q6ZTT1;P08237-1;P08237;B4E162;P08237-2;Q96I60;Q7KYX9,2.70016
IPI00014361;IPI00791788;IPI00909958,SDR4E1;TSTA3,Q13630;B3KU96;B4DZW9,2.69907
IPI00028005;IPI00448974,NUP107,P57740;B3KMK0;B4DZ67;Q6PJE1,2.6982
IPI00297982;IPI00900305;IPI00900297;IPI00644287;IPI00914525,EIF2G;EIF2S3;EIF2S3L,P41091;A8K2Y2;B2R5N2;B5BTZ4;Q53HK3;Q2VIR3-1;Q2VIR3;Q2VIR3-2,2.6933
IPI00020008;IPI00873768,NEDD8,Q15843;A8MUA8,2.69318
IPI00218342;IPI00794900,MTHFC;MTHFD;MTHFD1,P11586;B2R5Y2;B7Z809,2.68728
IPI00410162;IPI00026670;IPI00917694,hCG_1778969;TCEB2,B7WPD3;Q15370;B8ZZU8,2.68588
IPI00790530;IPI00171542;IPI00909272;IPI00909193;IPI00888760,NUP75;NUP85;PCNT1,Q9BW27;B3KW81;B4DMQ3;B7Z3C2;B4DYG7;B4DPW1,2.68289
IPI00221089,RPS13,P62277,2.68095
IPI00029697;IPI00654592;IPI00845426;IPI00607722,EXOSC9;PMSCL1,Q06265-2;Q06265;A5PLM5;Q06265-1;B4DXG8;Q06265-4;Q06265-3,2.67315
IPI00014174;IPI00645503;IPI00646810;IPI00644869;IPI00645275;IPI00645843,KIAA0026;MORF4L2;MRGX;RP5-1055C14.2-008;RP5-1055C14.2-009;RP5-1055C14.2-001,Q15014;B3KWX6;B3KX14;B4DXQ8;Q53EY5;Q5JXX3;Q5JXX2;Q5JXX4,2.67221
IPI00940386;IPI00396131,YTHDF3;DKFZp451J085;DKFZp451A052,Q7Z739;Q658Z6;Q8N3V9;Q8NA80;Q96MZ5;B4DPX9,2.6719
IPI00005737;IPI00399142;IPI00641719;IPI00922295;IPI00922900,SURF4;SURF-4;hCG_28148;RP11-244N20.4-002;RP11-244N20.4-004,O15260-1;O15260;B7Z1G8;B7Z7A8;B7Z8F3;Q5T8U7;O15260-2;Q5T8U5;B7Z605;B7Z6A4,2.6705
IPI00007346;IPI00643915;IPI00645020;IPI00644363,CYP20;CYPH;PPIH;hCG_21746,O43447;Q6FH36;Q6FH57;C9JQD4;A6NNE7,2.66652
IPI00909195;IPI00027397;IPI00607884;IPI00909743;IPI00607796;IPI00884329,C16orf34;HN1L;L11;hCG_1988476,B4DLH4;B4E1P3;Q9H910-1;Q9H910;B1AJY2;B4E1X8;Q9H910-2;B4DL85;A6NGP5,2.65059
IPI00290460;IPI00921947;IPI00885107;IPI00910276,EIF3G;EIF3S4,O75821;A8K5K5;Q6IAM0,2.64644
IPI00292020,SPS1;SRM;SRML1,P19623,2.6461
IPI00030383;IPI00142629;IPI00655724;IPI00645094;IPI00911009;IPI00218794,ARD1;NIPP1;PPP1R8;hCG_2032356;RP4-547C9.1-001,Q12972-1;Q12972;Q561W4;Q5TEJ4;Q12972-2;Q5TEJ2;Q38J66,2.64104
IPI00306516,MIMT44;TIM44;TIMM44;DKFZp686H05241;hTIM44,O43615;Q53G69;Q6AI07;Q9UPE4,2.64011
IPI00419373;IPI00927677;IPI00939124;IPI00940369;IPI00470658;IPI00927189;IPI00926389;IPI00927894,HNRNPA3;HNRPA3,P51991-1;P51991;C9JED4,2.63885
IPI00023647;IPI00827491;IPI00828006;IPI00827864,MOP4;UBA6;UBE1L2,A0AVT1-1;A0AVT1;B3KSS1;A0AVT1-2,2.6341
IPI00084571;IPI00295427;IPI00794240,C21orf92;MRPL39;MRPL5;MSTP003;PRED22;RPML5,Q9NYK5-2;Q9NYK5;C9JYA5;Q9NYK5-1;C9JG87,2.6328
IPI00300341;IPI00796346;IPI00791185;IPI00789454;IPI00888005,TCEB1,Q15369,2.63058
IPI00479786;IPI00855957;IPI00909344,FUBP2;KHSRP,Q92945-1;Q92945;Q92945-2;B4DV73,2.62819
IPI00294536;IPI00941907;IPI00795518;IPI00260209;IPI00887011;IPI00796172,MAWD;STRAP;UNRIP,B4DNJ6;Q9Y3F4;B0AZV0,2.6193
IPI00017669;IPI00470489;IPI00794957;IPI00796698;IPI00793699;IPI00798328,BAF57;SMARCE1,Q969G3-1;Q969G3;B4DFR4;B4DGM3;C0IMW4;Q969G3-2;C0IMW5;C0IMW7;C0IMW8;C9J694;C9JD68;C9J0W3,2.61752
IPI00011603;IPI00383659,PSMD3,O43242;B3KNN7;B4DEB0;B4DPM7;B4DT72;B4DV84;Q6IBN0;Q8N9M2;Q96N86,2.60558
IPI00550477,ECGP;GPATC1;GPATCH1,Q9BRR8;A8K8Y8;B2RDX4,2.591
IPI00217357;IPI00939119,CARP1;CCAR1;DIS,Q8IX12-1;Q8IX12;Q8IX12-2,2.58985
IPI00001159;IPI00788818;IPI00789420,GCN1L1;KIAA0219,Q92616;B4DM32,2.58556
IPI00247871;IPI00744062;IPI00794939;IPI00937273,CA150;TAF2S;TCERG1,O14776-1;O14776;O14776-2;B7Z921,2.58427
IPI00015773;IPI00514949;IPI00514459;IPI00903231;IPI00515123;IPI00922834,BUP;C10orf8;COMMD3;RP11-573G6.3-003;RP11-573G6.3-002,Q9UBI1;Q5T8Y8;Q5T8Z0;B3KY73,2.58409
IPI00006754;IPI00910594;IPI00908632,DCAF7;HAN11;WDR68,P61962;B4DH46,2.58228
IPI00003704;IPI00556034;IPI00908491;IPI00940890,RBM4;RBM4A,Q9BWF3-1;Q9BWF3;A8K9U0;Q9BWF3-2;B4E1U0;Q9BWF3-3,2.57842
IPI00291764;IPI00216457;IPI00339274;IPI00220855;IPI00081836;IPI00552873;IPI00255316;IPI00102165;IPI00930144,H2AFC;H2AFD;H2AFI;H2AFN;H2AFP;HIST1H2AG;HIST1H2AI;HIST1H2AK;HIST1H2AL;HIST1H2AM;hCG_1640463;hCG_1640467;hCG_1641458;hCG_1643754;hCG_1743060;H2AFO;HIST2H2AA;HIST2H2AA3;HIST2H2AA4;H2AFQ;HIST2H2AC;H2AFJ;HIST1H2AH;hCG_1640359;H2AFE;HIST1H2AJ;H2AFG;HIST1H2AD,P0C0S8;A4FTV9;Q6FI13;Q16777;Q9BTM1-1;Q9BTM1;Q96KK5;A3KPC7;Q99878;A2RUU6;P20671;Q9BTM1-2;C9JE22;B4E0B3,2.56906
IPI00796891;IPI00004671;IPI00945169;IPI00947238;IPI00909600;IPI00910449;IPI00719446;IPI00607659;IPI00908744;IPI00790168;REV__IPI00022985;IPI00946934,GOLGB1,B2ZZ91;B4DTZ9;Q14789,2.56577
IPI00414127;IPI00878075;IPI00878611;IPI00399212;IPI00878950;IPI00879666;IPI00879160;IPI00943883;IPI00878440;IPI00878795,RANBP1;hCG_17886,P43487;Q53EY3;C9JXG8;B4DE76;B7Z6U1;C9JJ34;B3KUP2;C9JGV6;C9J517,2.56181
IPI00396435,NA,NA,2.55844
IPI00221012;IPI00003964;IPI00744575;IPI00946017;IPI00642334,DFFRX;FAM;USP9;USP9X,Q93008-2;Q93008;Q93008-1;Q59EZ5;Q6P468;Q86X58,2.55547
IPI00007321;IPI00939508;IPI00398727;IPI00909991;IPI00797535,APT1;LPL1;LYPLA1;hCG_1983522,B4DJV9;O75608-1;O75608;Q6IAQ1;O75608-2;B4DP64,2.55528
IPI00017451;IPI00470590;IPI00878677;IPI00878312,SAP114;SF3A1,Q15459;B4E091;C9JAT6,2.55092
IPI00883857;IPI00479217;IPI00644224;IPI00644079;IPI00915829,HNRNPU;HNRPU;SAFA;U21.1;RP11-11N7.3-002;RP11-11N7.3-003;RP11-11N7.3-004;hCG_22289,Q00839-1;Q00839;B3KX72;Q5RI17;Q00839-2;Q9UEL2;B4DLR3;Q5RI18;Q96BA7;Q5RI19;Q7Z4Q5,2.54319
IPI00295992;IPI00643435;IPI00646144;IPI00045921;IPI00744833;IPI00455487;IPI00746226;IPI00514286;IPI00443780;IPI00644611;IPI00515125,ATAD3A;RP5-832C2.1-002,Q9NVI7-2;Q9NVI7;Q9NVI7-1;B3KPB3;Q5SV24;Q96T67,2.53985
IPI00010720;IPI00940257,CCT5;CCTE;KIAA0098,P48643;A8K2X8;B4DDU6;B4DE30;B4DX08;B4DXI1;B4DZT5;B7ZAR1;Q9BU08;B4DYC8;B4DYD8;Q96GI1;Q9HB74,2.53824
IPI00010863,ATOX1;HAH1,O00244;Q6IBA3,2.53817
IPI00216999;IPI00793080,C14orf21;KIAA2021;DKFZp686E1893,Q86U38;B3KVY3;Q5HYL4;A8MY76,2.53412
IPI00102069,EIF3M;GA17;HFLB5;PCID1;PNAS-125,Q7L2H7;B4E2Q4,2.5332
IPI00295240;IPI00643101;IPI00942789;IPI00853465;IPI00795961;IPI00103063;IPI00939330;IPI00892745;IPI00894007;IPI00894203;IPI00894086;IPI00894115,HUSSY-08;NFS1;NIFS;hCG_38220;RP1-309K20.1-003,Q9Y697-1;Q9Y697;B2R5S3;B4DXH0;Q53FP3;Q9Y697-2;B4DNL7;Q5QP19;B4DXK9,2.52975
IPI00216230,LAP2;TMPO,P42166,2.52964
IPI00554705;IPI00296863;IPI00910904,DCTD,P32321-2;P32321;P32321-1;B4DDC2,2.52963
IPI00293434;IPI00790432;IPI00789296;IPI00878369;IPI00942616;IPI00788736,SRP14,P37108,2.52862
IPI00217661;IPI00643760,KIAA1978;RAVER1,Q8IY67-2;Q8IY67,2.52726
IPI00170706;IPI00644795;IPI00911057;IPI00513851;IPI00513764;IPI00645433,KIAA1412;TMEM2,Q9UHN6;B2RTQ6;B4E1B9,2.52675
IPI00012535;REV__IPI00947244,DNAJ2;DNAJA1;HDJ2;HSJ2;HSPF4;hCG_30269;RP11-54K16.1-001,P31689;B7Z5C0;Q5T7Q0;Q86TL9;Q9NXZ8,2.52634
IPI00013122,CDC37;CDC37A;MBD5,Q16543;A1L0W4;Q6FG59,2.52438
IPI00289499;IPI00925601;IPI00926426;IPI00926103;IPI00925871;IPI00927536;IPI00925253,ATIC;OK/SW-cl.86;PURH;hCG_16691,P31939;B2R7P8;A8K202;B4DP06,2.51462
IPI00418313;IPI00298788;IPI00414335;IPI00556173;IPI00298789;IPI00219330;IPI00556364,DRBF;ILF3;MPHOSPH4;NF90,Q12906-4;Q12906;Q12906-1;Q12906-3;C9JFV5;Q12906-6;A8K590;Q12906-2;Q12906-5;B4DDF3;B4DFG4;Q59GP7,2.5077
IPI00902564;IPI00945725;IPI00845305;IPI00939283;IPI00945881;IPI00945560;IPI00946890;IPI00945739;IPI00946070,CDA02;EIF2A;MSTP004;MSTP089,Q9BY44-1;Q9BY44;B4DQ14;B4DF96,2.5074
IPI00019733;IPI00797295;IPI00794643,MRNP41;RAE1;hCG_2018215;RP4-800J21.2-001,P78406;A8K882;Q5J8M4,2.50106
IPI00170596,SIN3A,Q96ST3;B3KQE3,2.49476
IPI00031627;IPI00385524,POLR2;POLR2A,P24928;A6NN93;B4DET1;B4E3V7;Q6NX41,2.49399
IPI00007765;IPI00922694,GRP75;HSPA9;HSPA9B,P38646;B7Z1V7;B7Z4V2;Q2F839;Q8N1C8;A1XP52;B7Z4T3,2.48765
IPI00301280;IPI00926007;IPI00383085,TMEM43;UNQ2564/PRO6244;FLJ00144,Q9BTV4;Q8TEP9,2.47711
IPI00844578;IPI00921264,DDX9;DHX9;LKP;NDH2,Q08211;B3KU66;Q05CI5;Q12803;Q32Q22;Q58F26;Q6PJK6,2.47695
IPI00030706,AHSA1;C14orf3;HSPC322,O95433;B2R9L2;B4DUR9,2.47465
IPI00023640;IPI00908931;IPI00654798,PDCD5;TFAR19,O14737;B4DE64,2.47328
IPI00304692;IPI00939558;IPI00816796;IPI00552938;IPI00938339;IPI00004450;IPI00936309,HNRPG;RBMX;RBMXP1,P38159;B4E352;B3KRG5;Q8N8Y7,2.47115
IPI00103247;IPI00470410;IPI00745396;IPI00953169;IPI00554613;IPI00479814;IPI00915954;IPI00916689;IPI00916722,BLOCK24;HNRPLL;SRRF;hCG_15881,Q8WVV9-1;Q8WVV9;A8K894;Q8WVV9-4;C9J9G0;B7WPG3;Q5JB52;C9IYN3;C9IZJ9;Q8WVV9-2;Q8WVV9-3,2.46783
IPI00215965;IPI00465365;IPI00797148;IPI00760620;IPI00644968;IPI00954480;IPI00879518;IPI00909288;IPI00908994;IPI00411329;IPI00797902;IPI00176692;IPI00742127;IPI00789127;IPI00938026;IPI00939959,HNRNPA1;HNRPA1;HNRPA1L3,P09651-1;P09651;P09651-2;Q3MI39;Q6IPF2;Q9BSM5;P09651-3;P0C7M2;Q0VAC0;C9JCD7;B4E0B5;B4DP35;C9JV67;A6NCA2,2.46646
